,Train,Origine,Destination,Heure départ,Heure arrivée,Nombre de voyageurs,Anticipation Achat,Prix des billets,Agent SNCF
37,4144,10009,10004,1708,1908,6,97,10.368000000000002,False
38,4144,10009,10004,1708,1908,8,41,271.872,False
39,4144,10009,10004,1708,1908,8,41,271.872,False
40,4144,10009,10004,1708,1908,6,95,17.28,False
41,4144,10009,10004,1708,1908,6,95,17.28,False
42,4144,10009,10004,1708,1908,1,14,49.536,False
43,4144,10009,10004,1708,1908,1,14,49.536,False
44,5081,10009,10004,616,816,8,70,138.23999999999998,False
45,5081,10009,10004,616,816,8,70,138.23999999999998,False
46,5081,10009,10004,616,816,2,71,33.408,False
47,5081,10009,10004,616,816,2,71,33.408,False
48,5081,10009,10004,616,816,2,6,108.28799999999998,False
49,5081,10009,10004,616,816,2,6,108.28799999999998,False
50,5081,10009,10004,616,816,1,94,3.4560000000000004,False
51,5081,10009,10004,616,816,1,94,3.4560000000000004,False
52,5081,10009,10004,616,816,9,47,0.0,True
53,5081,10009,10004,616,816,9,47,0.0,True
54,5081,10009,10004,616,816,1,91,5.183999999999999,False
55,5081,10009,10004,616,816,1,91,5.183999999999999,False
56,5081,10009,10004,616,816,6,65,120.96,False
57,5081,10009,10004,616,816,6,65,120.96,False
58,5081,10009,10004,616,816,6,16,290.304,False
59,5081,10009,10004,616,816,6,16,290.304,False
60,5081,10009,10004,616,816,5,65,100.8,False
61,5081,10009,10004,616,816,5,65,100.8,False
62,5081,10009,10004,616,816,5,30,201.6,False
63,5081,10009,10004,616,816,5,30,201.6,False
64,5081,10009,10004,616,816,6,98,6.911999999999999,False
65,5081,10009,10004,616,816,6,98,6.911999999999999,False
66,5081,10009,10004,616,816,1,57,24.768,False
67,5081,10009,10004,616,816,1,57,24.768,False
68,5081,10009,10004,616,816,8,25,345.6,False
69,5081,10009,10004,616,816,8,25,345.6,False
70,5081,10009,10004,616,816,6,73,93.31199999999998,False
71,5081,10009,10004,616,816,6,73,93.31199999999998,False
72,5081,10009,10004,616,816,5,6,270.72,False
73,5081,10009,10004,616,816,5,6,270.72,False
74,5081,10009,10004,616,816,3,73,46.65599999999999,False
75,5081,10009,10004,616,816,3,73,46.65599999999999,False
76,5081,10009,10004,616,816,2,26,85.248,False
77,5081,10009,10004,616,816,2,26,85.248,False
78,5081,10009,10004,616,816,4,96,9.216,False
79,5081,10009,10004,616,816,4,96,9.216,False
80,5081,10009,10004,616,816,10,100,0.0,False
81,5081,10009,10004,616,816,10,100,0.0,False
82,5081,10009,10004,616,816,9,77,119.232,False
83,5081,10009,10004,616,816,9,77,119.232,False
84,5081,10009,10004,616,816,1,65,20.16,False
85,5081,10009,10004,616,816,1,65,20.16,False
86,5081,10009,10004,616,816,2,11,102.528,False
87,5081,10009,10004,616,816,2,11,102.528,False
88,5081,10009,10004,616,816,5,63,106.56,False
89,5081,10009,10004,616,816,5,63,106.56,False
90,5081,10009,10004,616,816,8,90,46.08,False
91,5081,10009,10004,616,816,8,90,46.08,False
92,5081,10009,10004,616,816,3,64,62.20799999999999,False
93,5081,10009,10004,616,816,3,64,62.20799999999999,False
94,6081,10009,10004,1722,1922,7,33,270.144,False
95,6081,10009,10004,1722,1922,7,33,270.144,False
96,6081,10009,10004,1722,1922,4,66,0.0,True
97,6081,10009,10004,1722,1922,4,66,0.0,True
98,6081,10009,10004,1722,1922,3,69,53.568000000000005,False
99,6081,10009,10004,1722,1922,3,69,53.568000000000005,False
100,6081,10009,10004,1722,1922,1,70,17.279999999999998,False
101,6081,10009,10004,1722,1922,1,70,17.279999999999998,False
102,6081,10009,10004,1722,1922,3,8,158.976,False
103,6081,10009,10004,1722,1922,3,8,158.976,False
104,6081,10009,10004,1722,1922,9,12,456.192,False
105,6081,10009,10004,1722,1922,9,12,456.192,False
106,6081,10009,10004,1722,1922,6,31,238.464,False
107,6081,10009,10004,1722,1922,6,31,238.464,False
108,6081,10009,10004,1722,1922,5,73,0.0,True
109,6081,10009,10004,1722,1922,5,73,0.0,True
110,6081,10009,10004,1722,1922,2,83,19.584,False
111,6081,10009,10004,1722,1922,2,83,19.584,False
112,6081,10009,10004,1722,1922,9,10,466.56,False
113,6081,10009,10004,1722,1922,9,10,466.56,False
114,6081,10009,10004,1722,1922,2,7,107.136,False
115,6081,10009,10004,1722,1922,2,7,107.136,False
116,6081,10009,10004,1722,1922,2,36,73.728,False
117,6081,10009,10004,1722,1922,2,36,73.728,False
118,6081,10009,10004,1722,1922,8,36,294.912,False
119,6081,10009,10004,1722,1922,8,36,294.912,False
120,6081,10009,10004,1722,1922,2,99,1.152,False
121,6081,10009,10004,1722,1922,2,99,1.152,False
122,6081,10009,10004,1722,1922,6,81,65.66399999999999,False
123,6081,10009,10004,1722,1922,6,81,65.66399999999999,False
124,6081,10009,10004,1722,1922,5,8,264.96,False
125,6081,10009,10004,1722,1922,5,8,264.96,False
126,6081,10009,10004,1722,1922,3,77,39.744,False
127,6081,10009,10004,1722,1922,3,77,39.744,False
128,6081,10009,10004,1722,1922,7,67,0.0,True
129,6081,10009,10004,1722,1922,7,67,0.0,True
130,6081,10009,10004,1722,1922,5,50,0.0,True
131,6081,10009,10004,1722,1922,5,50,0.0,True
132,6081,10009,10004,1722,1922,8,27,0.0,True
133,6081,10009,10004,1722,1922,8,27,0.0,True
134,6081,10009,10004,1722,1922,9,46,279.936,False
135,6081,10009,10004,1722,1922,9,46,279.936,False
136,6081,10009,10004,1722,1922,10,74,0.0,True
137,6081,10009,10004,1722,1922,10,74,0.0,True
138,6081,10009,10004,1722,1922,9,8,476.928,False
139,6081,10009,10004,1722,1922,9,8,476.928,False
140,6081,10009,10004,1722,1922,9,48,269.568,False
141,6081,10009,10004,1722,1922,9,48,269.568,False
142,6081,10009,10004,1722,1922,5,35,187.2,False
143,6081,10009,10004,1722,1922,5,35,187.2,False
144,6081,10009,10004,1722,1922,7,17,0.0,True
145,6081,10009,10004,1722,1922,7,17,0.0,True
146,6081,10009,10004,1722,1922,5,49,146.88,False
147,6081,10009,10004,1722,1922,5,49,146.88,False
148,6081,10009,10004,1722,1922,3,44,96.768,False
149,6081,10009,10004,1722,1922,3,44,96.768,False
150,6081,10009,10004,1722,1922,1,86,8.064,False
151,6081,10009,10004,1722,1922,1,86,8.064,False
152,6081,10009,10004,1722,1922,2,55,0.0,True
153,6081,10009,10004,1722,1922,2,55,0.0,True
154,6081,10009,10004,1722,1922,6,68,0.0,True
155,6081,10009,10004,1722,1922,6,68,0.0,True
156,6074,10009,10004,1314,1514,8,88,55.29600000000001,False
157,6074,10009,10004,1314,1514,8,88,55.29600000000001,False
158,6074,10009,10004,1314,1514,3,36,110.59199999999998,False
159,6074,10009,10004,1314,1514,3,36,110.59199999999998,False
160,6074,10009,10004,1314,1514,2,94,6.912000000000001,False
161,6074,10009,10004,1314,1514,2,94,6.912000000000001,False
162,6074,10009,10004,1314,1514,10,33,385.92,False
163,6074,10009,10004,1314,1514,10,33,385.92,False
164,8482,10009,10004,1813,2013,6,68,0.0,True
165,8482,10009,10004,1813,2013,6,68,0.0,True
166,8482,10009,10004,1813,2013,3,98,3.4559999999999995,False
167,8482,10009,10004,1813,2013,3,98,3.4559999999999995,False
168,8482,10009,10004,1813,2013,5,26,0.0,True
169,8482,10009,10004,1813,2013,5,26,0.0,True
170,8482,10009,10004,1813,2013,8,70,138.23999999999998,False
171,8482,10009,10004,1813,2013,8,70,138.23999999999998,False
172,8482,10009,10004,1813,2013,4,41,135.93599999999998,False
173,8482,10009,10004,1813,2013,4,41,135.93599999999998,False
174,8482,10009,10004,1813,2013,4,43,131.328,False
175,8482,10009,10004,1813,2013,4,43,131.328,False
176,8482,10009,10004,1813,2013,5,99,2.88,False
177,8482,10009,10004,1813,2013,5,99,2.88,False
178,8482,10009,10004,1813,2013,8,23,354.816,False
179,8482,10009,10004,1813,2013,8,23,354.816,False
180,8482,10009,10004,1813,2013,8,40,0.0,True
181,8482,10009,10004,1813,2013,8,40,0.0,True
182,8482,10009,10004,1813,2013,9,95,25.92,False
183,8482,10009,10004,1813,2013,9,95,25.92,False
184,8482,10009,10004,1813,2013,7,25,302.40000000000003,False
185,8482,10009,10004,1813,2013,7,25,302.40000000000003,False
186,8482,10009,10004,1813,2013,1,40,34.559999999999995,False
187,8482,10009,10004,1813,2013,1,40,34.559999999999995,False
188,8482,10009,10004,1813,2013,3,46,93.31199999999998,False
189,8482,10009,10004,1813,2013,3,46,93.31199999999998,False
190,8482,10009,10004,1813,2013,10,14,495.36,False
191,8482,10009,10004,1813,2013,10,14,495.36,False
192,8482,10009,10004,1813,2013,3,17,0.0,True
193,8482,10009,10004,1813,2013,3,17,0.0,True
194,8482,10009,10004,1813,2013,6,60,138.24,False
195,8482,10009,10004,1813,2013,6,60,138.24,False
196,8482,10009,10004,1813,2013,4,37,145.152,False
197,8482,10009,10004,1813,2013,4,37,145.152,False
198,8482,10009,10004,1813,2013,2,51,56.448,False
199,8482,10009,10004,1813,2013,2,51,56.448,False
200,8482,10009,10004,1813,2013,6,69,107.136,False
201,8482,10009,10004,1813,2013,6,69,107.136,False
202,8482,10009,10004,1813,2013,1,50,28.8,False
203,8482,10009,10004,1813,2013,1,50,28.8,False
204,8482,10009,10004,1813,2013,3,66,58.752,False
205,8482,10009,10004,1813,2013,3,66,58.752,False
206,8482,10009,10004,1813,2013,6,84,55.29599999999999,False
207,8482,10009,10004,1813,2013,6,84,55.29599999999999,False
208,8482,10009,10004,1813,2013,10,43,328.32,False
209,8482,10009,10004,1813,2013,10,43,328.32,False
210,8482,10009,10004,1813,2013,3,99,1.7279999999999998,False
211,8482,10009,10004,1813,2013,3,99,1.7279999999999998,False
212,8482,10009,10004,1813,2013,1,7,53.568,False
213,8482,10009,10004,1813,2013,1,7,53.568,False
214,8482,10009,10004,1813,2013,7,7,0.0,True
215,8482,10009,10004,1813,2013,7,7,0.0,True
216,8482,10009,10004,1813,2013,3,20,0.0,True
217,8482,10009,10004,1813,2013,3,20,0.0,True
218,8482,10009,10004,1813,2013,10,55,0.0,True
219,8482,10009,10004,1813,2013,10,55,0.0,True
220,8482,10009,10004,1813,2013,4,54,0.0,True
221,8482,10009,10004,1813,2013,4,54,0.0,True
222,8482,10009,10004,1813,2013,9,53,0.0,True
223,8482,10009,10004,1813,2013,9,53,0.0,True
224,8482,10009,10004,1813,2013,1,49,29.376,False
225,8482,10009,10004,1813,2013,1,49,29.376,False
226,8482,10009,10004,1813,2013,7,31,0.0,True
227,8482,10009,10004,1813,2013,7,31,0.0,True
228,8482,10009,10004,1813,2013,9,38,0.0,True
229,8482,10009,10004,1813,2013,9,38,0.0,True
230,8482,10009,10004,1813,2013,8,66,156.672,False
231,8482,10009,10004,1813,2013,8,66,156.672,False
232,8482,10009,10004,1813,2013,7,83,0.0,True
233,8482,10009,10004,1813,2013,7,83,0.0,True
234,8482,10009,10004,1813,2013,5,38,178.56,False
235,8482,10009,10004,1813,2013,5,38,178.56,False
236,8482,10009,10004,1813,2013,6,58,145.152,False
237,8482,10009,10004,1813,2013,6,58,145.152,False
238,8482,10009,10004,1813,2013,7,60,0.0,True
239,8482,10009,10004,1813,2013,7,60,0.0,True
240,8482,10009,10004,1813,2013,2,36,73.728,False
241,8482,10009,10004,1813,2013,2,36,73.728,False
242,8482,10009,10004,1813,2013,7,4,387.07200000000006,False
243,8482,10009,10004,1813,2013,7,4,387.07200000000006,False
244,8482,10009,10004,1813,2013,10,41,339.8399999999999,False
245,8482,10009,10004,1813,2013,10,41,339.8399999999999,False
246,8482,10009,10004,1813,2013,6,92,27.648,False
247,8482,10009,10004,1813,2013,6,92,27.648,False
248,4068,10009,10004,1357,1557,10,8,529.92,False
249,4068,10009,10004,1357,1557,10,8,529.92,False
250,5939,10009,10004,630,830,3,41,101.95199999999998,False
251,5939,10009,10004,630,830,3,41,101.95199999999998,False
252,5939,10009,10004,630,830,9,75,129.6,False
253,5939,10009,10004,630,830,9,75,129.6,False
254,5939,10009,10004,630,830,5,83,48.96,False
255,5939,10009,10004,630,830,5,83,48.96,False
256,5939,10009,10004,630,830,4,12,202.752,False
257,5939,10009,10004,630,830,4,12,202.752,False
258,5939,10009,10004,630,830,3,43,98.496,False
259,5939,10009,10004,630,830,3,43,98.496,False
260,5939,10009,10004,630,830,6,61,134.784,False
261,5939,10009,10004,630,830,6,61,134.784,False
262,5939,10009,10004,630,830,1,97,0.0,True
263,5939,10009,10004,630,830,1,97,0.0,True
264,5939,10009,10004,630,830,1,76,0.0,True
265,5939,10009,10004,630,830,1,76,0.0,True
266,5939,10009,10004,630,830,5,41,169.91999999999996,False
267,5939,10009,10004,630,830,5,41,169.91999999999996,False
268,5939,10009,10004,630,830,2,37,72.576,False
269,5939,10009,10004,630,830,2,37,72.576,False
270,5939,10009,10004,630,830,10,26,426.24,False
271,5939,10009,10004,630,830,10,26,426.24,False
272,5939,10009,10004,630,830,7,29,286.272,False
273,5939,10009,10004,630,830,7,29,286.272,False
274,5939,10009,10004,630,830,8,66,0.0,True
275,5939,10009,10004,630,830,8,66,0.0,True
276,5939,10009,10004,630,830,4,41,0.0,True
277,5939,10009,10004,630,830,4,41,0.0,True
278,5939,10009,10004,630,830,2,8,105.984,False
279,5939,10009,10004,630,830,2,8,105.984,False
280,5939,10009,10004,630,830,1,95,2.88,False
281,5939,10009,10004,630,830,1,95,2.88,False
282,3637,10009,10004,1943,2143,3,91,0.0,True
283,3637,10009,10004,1943,2143,3,91,0.0,True
284,3637,10009,10004,1943,2143,1,3,55.872,False
285,3637,10009,10004,1943,2143,1,3,55.872,False
286,3637,10009,10004,1943,2143,2,84,18.432,False
287,3637,10009,10004,1943,2143,2,84,18.432,False
288,3637,10009,10004,1943,2143,5,98,5.76,False
289,3637,10009,10004,1943,2143,5,98,5.76,False
290,3637,10009,10004,1943,2143,9,10,466.56,False
291,3637,10009,10004,1943,2143,9,10,466.56,False
292,3637,10009,10004,1943,2143,2,60,46.08,False
293,3637,10009,10004,1943,2143,2,60,46.08,False
294,3637,10009,10004,1943,2143,10,5,547.1999999999999,False
295,3637,10009,10004,1943,2143,10,5,547.1999999999999,False
296,3637,10009,10004,1943,2143,3,97,5.184000000000001,False
297,3637,10009,10004,1943,2143,3,97,5.184000000000001,False
298,3637,10009,10004,1943,2143,4,37,145.152,False
299,3637,10009,10004,1943,2143,4,37,145.152,False
300,3637,10009,10004,1943,2143,7,15,0.0,True
301,3637,10009,10004,1943,2143,7,15,0.0,True
302,3637,10009,10004,1943,2143,4,62,87.55199999999999,False
303,3637,10009,10004,1943,2143,4,62,87.55199999999999,False
304,3637,10009,10004,1943,2143,2,86,16.128,False
305,3637,10009,10004,1943,2143,2,86,16.128,False
306,3637,10009,10004,1943,2143,5,63,0.0,True
307,3637,10009,10004,1943,2143,5,63,0.0,True
308,3637,10009,10004,1943,2143,5,15,244.79999999999995,False
309,3637,10009,10004,1943,2143,5,15,244.79999999999995,False
310,3637,10009,10004,1943,2143,2,66,0.0,True
311,3637,10009,10004,1943,2143,2,66,0.0,True
312,3637,10009,10004,1943,2143,5,99,2.88,False
313,3637,10009,10004,1943,2143,5,99,2.88,False
314,3637,10009,10004,1943,2143,9,42,300.672,False
315,3637,10009,10004,1943,2143,9,42,300.672,False
316,3637,10009,10004,1943,2143,4,68,73.728,False
317,3637,10009,10004,1943,2143,4,68,73.728,False
318,3637,10009,10004,1943,2143,2,57,49.536,False
319,3637,10009,10004,1943,2143,2,57,49.536,False
320,3637,10009,10004,1943,2143,10,99,5.76,False
321,3637,10009,10004,1943,2143,10,99,5.76,False
322,3637,10009,10004,1943,2143,5,89,31.68,False
323,3637,10009,10004,1943,2143,5,89,31.68,False
324,3637,10009,10004,1943,2143,6,28,248.832,False
325,3637,10009,10004,1943,2143,6,28,248.832,False
326,3637,10009,10004,1943,2143,1,65,20.16,False
327,3637,10009,10004,1943,2143,1,65,20.16,False
328,3637,10009,10004,1943,2143,2,28,82.94399999999999,False
329,3637,10009,10004,1943,2143,2,28,82.94399999999999,False
330,3637,10009,10004,1943,2143,2,56,50.688,False
331,3637,10009,10004,1943,2143,2,56,50.688,False
332,3637,10009,10004,1943,2143,1,13,50.112,False
333,3637,10009,10004,1943,2143,1,13,50.112,False
334,3637,10009,10004,1943,2143,4,38,142.848,False
335,3637,10009,10004,1943,2143,4,38,142.848,False
336,3637,10009,10004,1943,2143,3,35,112.32,False
337,3637,10009,10004,1943,2143,3,35,112.32,False
338,3637,10009,10004,1943,2143,10,91,0.0,True
339,3637,10009,10004,1943,2143,10,91,0.0,True
340,3637,10009,10004,1943,2143,2,2,112.896,False
341,3637,10009,10004,1943,2143,2,2,112.896,False
342,3637,10009,10004,1943,2143,6,81,65.66399999999999,False
343,3637,10009,10004,1943,2143,6,81,65.66399999999999,False
344,3637,10009,10004,1943,2143,2,31,79.488,False
345,3637,10009,10004,1943,2143,2,31,79.488,False
346,3637,10009,10004,1943,2143,4,31,158.976,False
347,3637,10009,10004,1943,2143,4,31,158.976,False
348,3637,10009,10004,1943,2143,5,18,0.0,True
349,3637,10009,10004,1943,2143,5,18,0.0,True
350,3637,10009,10004,1943,2143,10,25,432.0,False
351,3637,10009,10004,1943,2143,10,25,432.0,False
352,3637,10009,10004,1943,2143,3,4,165.88800000000003,False
353,3637,10009,10004,1943,2143,3,4,165.88800000000003,False
354,3637,10009,10004,1943,2143,4,52,110.592,False
355,3637,10009,10004,1943,2143,4,52,110.592,False
356,3637,10009,10004,1943,2143,3,3,0.0,True
357,3637,10009,10004,1943,2143,3,3,0.0,True
358,3637,10009,10004,1943,2143,1,54,26.496,False
359,3637,10009,10004,1943,2143,1,54,26.496,False
360,3637,10009,10004,1943,2143,4,61,89.856,False
361,3637,10009,10004,1943,2143,4,61,89.856,False
362,3637,10009,10004,1943,2143,2,27,84.09599999999999,False
363,3637,10009,10004,1943,2143,2,27,84.09599999999999,False
364,3637,10009,10004,1943,2143,1,20,46.08,False
365,3637,10009,10004,1943,2143,1,20,46.08,False
366,3637,10009,10004,1943,2143,3,2,169.344,False
367,3637,10009,10004,1943,2143,3,2,169.344,False
368,3637,10009,10004,1943,2143,9,95,25.92,False
369,3637,10009,10004,1943,2143,9,95,25.92,False
370,5878,10009,10004,713,913,6,37,217.728,False
371,5878,10009,10004,713,913,6,37,217.728,False
372,5878,10009,10004,713,913,3,45,95.04,False
373,5878,10009,10004,713,913,3,45,95.04,False
374,5878,10009,10004,713,913,10,70,0.0,True
375,5878,10009,10004,713,913,10,70,0.0,True
376,5878,10009,10004,713,913,7,98,8.064,False
377,5878,10009,10004,713,913,7,98,8.064,False
378,5878,10009,10004,713,913,10,77,132.48,False
379,5878,10009,10004,713,913,10,77,132.48,False
380,5878,10009,10004,713,913,9,50,259.2,False
381,5878,10009,10004,713,913,9,50,259.2,False
382,5878,10009,10004,713,913,3,81,32.831999999999994,False
383,5878,10009,10004,713,913,3,81,32.831999999999994,False
384,5878,10009,10004,713,913,7,78,88.70400000000001,False
385,5878,10009,10004,713,913,7,78,88.70400000000001,False
386,6363,10009,10004,819,1019,3,16,145.152,False
387,6363,10009,10004,819,1019,3,16,145.152,False
388,6363,10009,10004,819,1019,8,53,216.576,False
389,6363,10009,10004,819,1019,8,53,216.576,False
390,6363,10009,10004,819,1019,8,98,9.216,False
391,6363,10009,10004,819,1019,8,98,9.216,False
392,4144,10004,10003,814,1114,7,53,0.0,True
393,4144,10004,10003,814,1114,7,53,0.0,True
394,4144,10004,10003,814,1114,1,51,0.0,True
395,4144,10004,10003,814,1114,1,51,0.0,True
396,4144,10004,10003,814,1114,5,53,152.75,False
397,4144,10004,10003,814,1114,5,53,152.75,False
398,4144,10004,10003,814,1114,8,66,176.8,False
399,4144,10004,10003,814,1114,8,66,176.8,False
400,4144,10004,10003,814,1114,4,89,28.6,False
401,4144,10004,10003,814,1114,4,89,28.6,False
402,4144,10004,10003,814,1114,8,77,119.6,False
403,4144,10004,10003,814,1114,8,77,119.6,False
404,5081,10004,10003,726,1026,6,64,140.39999999999998,False
405,5081,10004,10003,726,1026,6,64,140.39999999999998,False
406,5081,10004,10003,726,1026,2,92,10.4,False
407,5081,10004,10003,726,1026,2,92,10.4,False
408,5081,10004,10003,726,1026,4,13,226.2,False
409,5081,10004,10003,726,1026,4,13,226.2,False
410,5081,10004,10003,726,1026,3,14,167.7,False
411,5081,10004,10003,726,1026,3,14,167.7,False
412,5081,10004,10003,726,1026,9,23,450.45,False
413,5081,10004,10003,726,1026,9,23,450.45,False
414,5081,10004,10003,726,1026,7,17,377.65,False
415,5081,10004,10003,726,1026,7,17,377.65,False
416,5081,10004,10003,726,1026,1,71,18.85,False
417,5081,10004,10003,726,1026,1,71,18.85,False
418,5081,10004,10003,726,1026,7,37,286.65000000000003,False
419,5081,10004,10003,726,1026,7,37,286.65000000000003,False
420,5081,10004,10003,726,1026,2,59,0.0,True
421,5081,10004,10003,726,1026,2,59,0.0,True
422,5081,10004,10003,726,1026,4,43,148.2,False
423,5081,10004,10003,726,1026,4,43,148.2,False
424,5081,10004,10003,726,1026,9,44,327.6,False
425,5081,10004,10003,726,1026,9,44,327.6,False
426,5081,10004,10003,726,1026,10,9,591.5,False
427,5081,10004,10003,726,1026,10,9,591.5,False
428,5081,10004,10003,726,1026,2,62,0.0,True
429,5081,10004,10003,726,1026,2,62,0.0,True
430,5081,10004,10003,726,1026,6,32,265.20000000000005,False
431,5081,10004,10003,726,1026,6,32,265.20000000000005,False
432,5081,10004,10003,726,1026,2,20,104.0,False
433,5081,10004,10003,726,1026,2,20,104.0,False
434,5081,10004,10003,726,1026,2,70,39.0,False
435,5081,10004,10003,726,1026,2,70,39.0,False
436,5081,10004,10003,726,1026,8,83,88.4,False
437,5081,10004,10003,726,1026,8,83,88.4,False
438,5081,10004,10003,726,1026,4,41,153.4,False
439,5081,10004,10003,726,1026,4,41,153.4,False
440,5081,10004,10003,726,1026,6,50,195.0,False
441,5081,10004,10003,726,1026,6,50,195.0,False
442,5081,10004,10003,726,1026,2,15,0.0,True
443,5081,10004,10003,726,1026,2,15,0.0,True
444,6081,10004,10003,1143,1443,7,96,18.2,False
445,6081,10004,10003,1143,1443,7,96,18.2,False
446,6081,10004,10003,1143,1443,1,44,36.4,False
447,6081,10004,10003,1143,1443,1,44,36.4,False
448,6081,10004,10003,1143,1443,7,78,100.1,False
449,6081,10004,10003,1143,1443,7,78,100.1,False
450,6081,10004,10003,1143,1443,1,94,3.9,False
451,6081,10004,10003,1143,1443,1,94,3.9,False
452,6081,10004,10003,1143,1443,2,97,3.9,False
453,6081,10004,10003,1143,1443,2,97,3.9,False
454,6081,10004,10003,1143,1443,1,45,35.75,False
455,6081,10004,10003,1143,1443,1,45,35.75,False
456,6081,10004,10003,1143,1443,4,55,117.0,False
457,6081,10004,10003,1143,1443,4,55,117.0,False
458,6081,10004,10003,1143,1443,7,12,400.4,False
459,6081,10004,10003,1143,1443,7,12,400.4,False
460,6081,10004,10003,1143,1443,1,29,46.15,False
461,6081,10004,10003,1143,1443,1,29,46.15,False
462,6081,10004,10003,1143,1443,9,5,555.75,False
463,6081,10004,10003,1143,1443,9,5,555.75,False
464,6081,10004,10003,1143,1443,6,11,347.1,False
465,6081,10004,10003,1143,1443,6,11,347.1,False
466,6081,10004,10003,1143,1443,1,22,50.7,False
467,6081,10004,10003,1143,1443,1,22,50.7,False
468,6081,10004,10003,1143,1443,8,18,426.4,False
469,6081,10004,10003,1143,1443,8,18,426.4,False
470,6081,10004,10003,1143,1443,6,48,202.8,False
471,6081,10004,10003,1143,1443,6,48,202.8,False
472,6081,10004,10003,1143,1443,8,10,468.0,False
473,6081,10004,10003,1143,1443,8,10,468.0,False
474,6081,10004,10003,1143,1443,7,54,209.3,False
475,6081,10004,10003,1143,1443,7,54,209.3,False
476,6081,10004,10003,1143,1443,8,15,442.0,False
477,6081,10004,10003,1143,1443,8,15,442.0,False
478,6081,10004,10003,1143,1443,10,95,32.5,False
479,6081,10004,10003,1143,1443,10,95,32.5,False
480,6081,10004,10003,1143,1443,3,56,85.80000000000001,False
481,6081,10004,10003,1143,1443,3,56,85.80000000000001,False
482,6081,10004,10003,1143,1443,9,70,0.0,True
483,6081,10004,10003,1143,1443,9,70,0.0,True
484,6081,10004,10003,1143,1443,1,44,36.4,False
485,6081,10004,10003,1143,1443,1,44,36.4,False
486,6074,10004,10003,1842,2142,4,84,41.6,False
487,6074,10004,10003,1842,2142,4,84,41.6,False
488,6074,10004,10003,1842,2142,1,62,24.7,False
489,6074,10004,10003,1842,2142,1,62,24.7,False
490,6074,10004,10003,1842,2142,2,43,74.1,False
491,6074,10004,10003,1842,2142,2,43,74.1,False
492,6074,10004,10003,1842,2142,4,93,0.0,True
493,6074,10004,10003,1842,2142,4,93,0.0,True
494,6074,10004,10003,1842,2142,4,13,226.2,False
495,6074,10004,10003,1842,2142,4,13,226.2,False
496,6074,10004,10003,1842,2142,6,18,319.79999999999995,False
497,6074,10004,10003,1842,2142,6,18,319.79999999999995,False
498,6074,10004,10003,1842,2142,9,55,263.25,False
499,6074,10004,10003,1842,2142,9,55,263.25,False
500,6074,10004,10003,1842,2142,9,37,368.55,False
501,6074,10004,10003,1842,2142,9,37,368.55,False
502,6074,10004,10003,1842,2142,6,49,198.9,False
503,6074,10004,10003,1842,2142,6,49,198.9,False
504,6074,10004,10003,1842,2142,3,84,31.200000000000003,False
505,6074,10004,10003,1842,2142,3,84,31.200000000000003,False
506,6074,10004,10003,1842,2142,4,73,0.0,True
507,6074,10004,10003,1842,2142,4,73,0.0,True
508,6074,10004,10003,1842,2142,2,88,15.6,False
509,6074,10004,10003,1842,2142,2,88,15.6,False
