,Unnamed: 0,Train,Origine,Destination,Heure départ,Heure arrivée,Nombre de voyageurs,Anticipation Achat,Prix des billets,Agent SNCF,ville_origine,ville_destination,distance
54,54,5081,10009,10004,616,816,1,91,5.183999999999999,False,Paris,Lyon,576
55,55,5081,10009,10004,616,816,1,91,5.183999999999999,False,Paris,Lyon,576
56,56,5081,10009,10004,616,816,6,65,120.96,False,Paris,Lyon,576
57,57,5081,10009,10004,616,816,6,65,120.96,False,Paris,Lyon,576
58,58,5081,10009,10004,616,816,6,16,290.304,False,Paris,Lyon,576
59,59,5081,10009,10004,616,816,6,16,290.304,False,Paris,Lyon,576
60,60,5081,10009,10004,616,816,5,65,100.8,False,Paris,Lyon,576
61,61,5081,10009,10004,616,816,5,65,100.8,False,Paris,Lyon,576
62,62,5081,10009,10004,616,816,5,30,201.6,False,Paris,Lyon,576
63,63,5081,10009,10004,616,816,5,30,201.6,False,Paris,Lyon,576
64,64,5081,10009,10004,616,816,6,98,6.911999999999999,False,Paris,Lyon,576
65,65,5081,10009,10004,616,816,6,98,6.911999999999999,False,Paris,Lyon,576
66,66,5081,10009,10004,616,816,1,57,24.768,False,Paris,Lyon,576
67,67,5081,10009,10004,616,816,1,57,24.768,False,Paris,Lyon,576
68,68,5081,10009,10004,616,816,8,25,345.6,False,Paris,Lyon,576
69,69,5081,10009,10004,616,816,8,25,345.6,False,Paris,Lyon,576
70,70,5081,10009,10004,616,816,6,73,93.31199999999998,False,Paris,Lyon,576
71,71,5081,10009,10004,616,816,6,73,93.31199999999998,False,Paris,Lyon,576
72,72,5081,10009,10004,616,816,5,6,270.72,False,Paris,Lyon,576
73,73,5081,10009,10004,616,816,5,6,270.72,False,Paris,Lyon,576
74,74,5081,10009,10004,616,816,3,73,46.65599999999999,False,Paris,Lyon,576
75,75,5081,10009,10004,616,816,3,73,46.65599999999999,False,Paris,Lyon,576
76,76,5081,10009,10004,616,816,2,26,85.248,False,Paris,Lyon,576
77,77,5081,10009,10004,616,816,2,26,85.248,False,Paris,Lyon,576
78,78,5081,10009,10004,616,816,4,96,9.216,False,Paris,Lyon,576
79,79,5081,10009,10004,616,816,4,96,9.216,False,Paris,Lyon,576
80,80,5081,10009,10004,616,816,10,100,0.0,False,Paris,Lyon,576
81,81,5081,10009,10004,616,816,10,100,0.0,False,Paris,Lyon,576
82,82,5081,10009,10004,616,816,9,77,119.232,False,Paris,Lyon,576
83,83,5081,10009,10004,616,816,9,77,119.232,False,Paris,Lyon,576
84,84,5081,10009,10004,616,816,1,65,20.16,False,Paris,Lyon,576
85,85,5081,10009,10004,616,816,1,65,20.16,False,Paris,Lyon,576
86,86,5081,10009,10004,616,816,2,11,102.528,False,Paris,Lyon,576
87,87,5081,10009,10004,616,816,2,11,102.528,False,Paris,Lyon,576
88,88,5081,10009,10004,616,816,5,63,106.56,False,Paris,Lyon,576
89,89,5081,10009,10004,616,816,5,63,106.56,False,Paris,Lyon,576
90,90,5081,10009,10004,616,816,8,90,46.08,False,Paris,Lyon,576
91,91,5081,10009,10004,616,816,8,90,46.08,False,Paris,Lyon,576
92,92,5081,10009,10004,616,816,3,64,62.20799999999999,False,Paris,Lyon,576
93,93,5081,10009,10004,616,816,3,64,62.20799999999999,False,Paris,Lyon,576
94,94,6081,10009,10004,1722,1922,7,33,270.144,False,Paris,Lyon,576
95,95,6081,10009,10004,1722,1922,7,33,270.144,False,Paris,Lyon,576
96,96,6081,10009,10004,1722,1922,4,66,0.0,True,Paris,Lyon,576
97,97,6081,10009,10004,1722,1922,4,66,0.0,True,Paris,Lyon,576
98,98,6081,10009,10004,1722,1922,3,69,53.568000000000005,False,Paris,Lyon,576
99,99,6081,10009,10004,1722,1922,3,69,53.568000000000005,False,Paris,Lyon,576
100,100,6081,10009,10004,1722,1922,1,70,17.279999999999998,False,Paris,Lyon,576
101,101,6081,10009,10004,1722,1922,1,70,17.279999999999998,False,Paris,Lyon,576
102,102,6081,10009,10004,1722,1922,3,8,158.976,False,Paris,Lyon,576
103,103,6081,10009,10004,1722,1922,3,8,158.976,False,Paris,Lyon,576
104,104,6081,10009,10004,1722,1922,9,12,456.192,False,Paris,Lyon,576
105,105,6081,10009,10004,1722,1922,9,12,456.192,False,Paris,Lyon,576
106,106,6081,10009,10004,1722,1922,6,31,238.464,False,Paris,Lyon,576
107,107,6081,10009,10004,1722,1922,6,31,238.464,False,Paris,Lyon,576
108,108,6081,10009,10004,1722,1922,5,73,0.0,True,Paris,Lyon,576
109,109,6081,10009,10004,1722,1922,5,73,0.0,True,Paris,Lyon,576
110,110,6081,10009,10004,1722,1922,2,83,19.584,False,Paris,Lyon,576
111,111,6081,10009,10004,1722,1922,2,83,19.584,False,Paris,Lyon,576
112,112,6081,10009,10004,1722,1922,9,10,466.56,False,Paris,Lyon,576
113,113,6081,10009,10004,1722,1922,9,10,466.56,False,Paris,Lyon,576
114,114,6081,10009,10004,1722,1922,2,7,107.136,False,Paris,Lyon,576
115,115,6081,10009,10004,1722,1922,2,7,107.136,False,Paris,Lyon,576
116,116,6081,10009,10004,1722,1922,2,36,73.728,False,Paris,Lyon,576
117,117,6081,10009,10004,1722,1922,2,36,73.728,False,Paris,Lyon,576
118,118,6081,10009,10004,1722,1922,8,36,294.912,False,Paris,Lyon,576
119,119,6081,10009,10004,1722,1922,8,36,294.912,False,Paris,Lyon,576
120,120,6081,10009,10004,1722,1922,2,99,1.152,False,Paris,Lyon,576
121,121,6081,10009,10004,1722,1922,2,99,1.152,False,Paris,Lyon,576
122,122,6081,10009,10004,1722,1922,6,81,65.66399999999999,False,Paris,Lyon,576
123,123,6081,10009,10004,1722,1922,6,81,65.66399999999999,False,Paris,Lyon,576
124,124,6081,10009,10004,1722,1922,5,8,264.96,False,Paris,Lyon,576
125,125,6081,10009,10004,1722,1922,5,8,264.96,False,Paris,Lyon,576
126,126,6081,10009,10004,1722,1922,3,77,39.744,False,Paris,Lyon,576
127,127,6081,10009,10004,1722,1922,3,77,39.744,False,Paris,Lyon,576
128,128,6081,10009,10004,1722,1922,7,67,0.0,True,Paris,Lyon,576
129,129,6081,10009,10004,1722,1922,7,67,0.0,True,Paris,Lyon,576
130,130,6081,10009,10004,1722,1922,5,50,0.0,True,Paris,Lyon,576
131,131,6081,10009,10004,1722,1922,5,50,0.0,True,Paris,Lyon,576
132,132,6081,10009,10004,1722,1922,8,27,0.0,True,Paris,Lyon,576
133,133,6081,10009,10004,1722,1922,8,27,0.0,True,Paris,Lyon,576
134,134,6081,10009,10004,1722,1922,9,46,279.936,False,Paris,Lyon,576
135,135,6081,10009,10004,1722,1922,9,46,279.936,False,Paris,Lyon,576
136,136,6081,10009,10004,1722,1922,10,74,0.0,True,Paris,Lyon,576
137,137,6081,10009,10004,1722,1922,10,74,0.0,True,Paris,Lyon,576
138,138,6081,10009,10004,1722,1922,9,8,476.928,False,Paris,Lyon,576
139,139,6081,10009,10004,1722,1922,9,8,476.928,False,Paris,Lyon,576
140,140,6081,10009,10004,1722,1922,9,48,269.568,False,Paris,Lyon,576
141,141,6081,10009,10004,1722,1922,9,48,269.568,False,Paris,Lyon,576
142,142,6081,10009,10004,1722,1922,5,35,187.2,False,Paris,Lyon,576
143,143,6081,10009,10004,1722,1922,5,35,187.2,False,Paris,Lyon,576
144,144,6081,10009,10004,1722,1922,7,17,0.0,True,Paris,Lyon,576
145,145,6081,10009,10004,1722,1922,7,17,0.0,True,Paris,Lyon,576
146,146,6081,10009,10004,1722,1922,5,49,146.88,False,Paris,Lyon,576
147,147,6081,10009,10004,1722,1922,5,49,146.88,False,Paris,Lyon,576
148,148,6081,10009,10004,1722,1922,3,44,96.768,False,Paris,Lyon,576
149,149,6081,10009,10004,1722,1922,3,44,96.768,False,Paris,Lyon,576
150,150,6081,10009,10004,1722,1922,1,86,8.064,False,Paris,Lyon,576
151,151,6081,10009,10004,1722,1922,1,86,8.064,False,Paris,Lyon,576
152,152,6081,10009,10004,1722,1922,2,55,0.0,True,Paris,Lyon,576
153,153,6081,10009,10004,1722,1922,2,55,0.0,True,Paris,Lyon,576
154,154,6081,10009,10004,1722,1922,6,68,0.0,True,Paris,Lyon,576
155,155,6081,10009,10004,1722,1922,6,68,0.0,True,Paris,Lyon,576
156,156,6074,10009,10004,1314,1514,8,88,55.29600000000001,False,Paris,Lyon,576
157,157,6074,10009,10004,1314,1514,8,88,55.29600000000001,False,Paris,Lyon,576
158,158,6074,10009,10004,1314,1514,3,36,110.59199999999998,False,Paris,Lyon,576
159,159,6074,10009,10004,1314,1514,3,36,110.59199999999998,False,Paris,Lyon,576
160,160,6074,10009,10004,1314,1514,2,94,6.912000000000001,False,Paris,Lyon,576
161,161,6074,10009,10004,1314,1514,2,94,6.912000000000001,False,Paris,Lyon,576
162,162,6074,10009,10004,1314,1514,10,33,385.92,False,Paris,Lyon,576
163,163,6074,10009,10004,1314,1514,10,33,385.92,False,Paris,Lyon,576
164,164,8482,10009,10004,1813,2013,6,68,0.0,True,Paris,Lyon,576
165,165,8482,10009,10004,1813,2013,6,68,0.0,True,Paris,Lyon,576
166,166,8482,10009,10004,1813,2013,3,98,3.4559999999999995,False,Paris,Lyon,576
167,167,8482,10009,10004,1813,2013,3,98,3.4559999999999995,False,Paris,Lyon,576
168,168,8482,10009,10004,1813,2013,5,26,0.0,True,Paris,Lyon,576
169,169,8482,10009,10004,1813,2013,5,26,0.0,True,Paris,Lyon,576
170,170,8482,10009,10004,1813,2013,8,70,138.23999999999998,False,Paris,Lyon,576
171,171,8482,10009,10004,1813,2013,8,70,138.23999999999998,False,Paris,Lyon,576
172,172,8482,10009,10004,1813,2013,4,41,135.93599999999998,False,Paris,Lyon,576
173,173,8482,10009,10004,1813,2013,4,41,135.93599999999998,False,Paris,Lyon,576
174,174,8482,10009,10004,1813,2013,4,43,131.328,False,Paris,Lyon,576
175,175,8482,10009,10004,1813,2013,4,43,131.328,False,Paris,Lyon,576
176,176,8482,10009,10004,1813,2013,5,99,2.88,False,Paris,Lyon,576
177,177,8482,10009,10004,1813,2013,5,99,2.88,False,Paris,Lyon,576
178,178,8482,10009,10004,1813,2013,8,23,354.816,False,Paris,Lyon,576
179,179,8482,10009,10004,1813,2013,8,23,354.816,False,Paris,Lyon,576
180,180,8482,10009,10004,1813,2013,8,40,0.0,True,Paris,Lyon,576
181,181,8482,10009,10004,1813,2013,8,40,0.0,True,Paris,Lyon,576
182,182,8482,10009,10004,1813,2013,9,95,25.92,False,Paris,Lyon,576
183,183,8482,10009,10004,1813,2013,9,95,25.92,False,Paris,Lyon,576
184,184,8482,10009,10004,1813,2013,7,25,302.40000000000003,False,Paris,Lyon,576
185,185,8482,10009,10004,1813,2013,7,25,302.40000000000003,False,Paris,Lyon,576
186,186,8482,10009,10004,1813,2013,1,40,34.559999999999995,False,Paris,Lyon,576
187,187,8482,10009,10004,1813,2013,1,40,34.559999999999995,False,Paris,Lyon,576
188,188,8482,10009,10004,1813,2013,3,46,93.31199999999998,False,Paris,Lyon,576
189,189,8482,10009,10004,1813,2013,3,46,93.31199999999998,False,Paris,Lyon,576
190,190,8482,10009,10004,1813,2013,10,14,495.36,False,Paris,Lyon,576
191,191,8482,10009,10004,1813,2013,10,14,495.36,False,Paris,Lyon,576
192,192,8482,10009,10004,1813,2013,3,17,0.0,True,Paris,Lyon,576
193,193,8482,10009,10004,1813,2013,3,17,0.0,True,Paris,Lyon,576
194,194,8482,10009,10004,1813,2013,6,60,138.24,False,Paris,Lyon,576
195,195,8482,10009,10004,1813,2013,6,60,138.24,False,Paris,Lyon,576
196,196,8482,10009,10004,1813,2013,4,37,145.152,False,Paris,Lyon,576
197,197,8482,10009,10004,1813,2013,4,37,145.152,False,Paris,Lyon,576
198,198,8482,10009,10004,1813,2013,2,51,56.448,False,Paris,Lyon,576
199,199,8482,10009,10004,1813,2013,2,51,56.448,False,Paris,Lyon,576
200,200,8482,10009,10004,1813,2013,6,69,107.136,False,Paris,Lyon,576
201,201,8482,10009,10004,1813,2013,6,69,107.136,False,Paris,Lyon,576
202,202,8482,10009,10004,1813,2013,1,50,28.8,False,Paris,Lyon,576
203,203,8482,10009,10004,1813,2013,1,50,28.8,False,Paris,Lyon,576
204,204,8482,10009,10004,1813,2013,3,66,58.752,False,Paris,Lyon,576
205,205,8482,10009,10004,1813,2013,3,66,58.752,False,Paris,Lyon,576
206,206,8482,10009,10004,1813,2013,6,84,55.29599999999999,False,Paris,Lyon,576
207,207,8482,10009,10004,1813,2013,6,84,55.29599999999999,False,Paris,Lyon,576
208,208,8482,10009,10004,1813,2013,10,43,328.32,False,Paris,Lyon,576
209,209,8482,10009,10004,1813,2013,10,43,328.32,False,Paris,Lyon,576
210,210,8482,10009,10004,1813,2013,3,99,1.7279999999999998,False,Paris,Lyon,576
211,211,8482,10009,10004,1813,2013,3,99,1.7279999999999998,False,Paris,Lyon,576
212,212,8482,10009,10004,1813,2013,1,7,53.568,False,Paris,Lyon,576
213,213,8482,10009,10004,1813,2013,1,7,53.568,False,Paris,Lyon,576
214,214,8482,10009,10004,1813,2013,7,7,0.0,True,Paris,Lyon,576
215,215,8482,10009,10004,1813,2013,7,7,0.0,True,Paris,Lyon,576
216,216,8482,10009,10004,1813,2013,3,20,0.0,True,Paris,Lyon,576
217,217,8482,10009,10004,1813,2013,3,20,0.0,True,Paris,Lyon,576
218,218,8482,10009,10004,1813,2013,10,55,0.0,True,Paris,Lyon,576
219,219,8482,10009,10004,1813,2013,10,55,0.0,True,Paris,Lyon,576
220,220,8482,10009,10004,1813,2013,4,54,0.0,True,Paris,Lyon,576
221,221,8482,10009,10004,1813,2013,4,54,0.0,True,Paris,Lyon,576
222,222,8482,10009,10004,1813,2013,9,53,0.0,True,Paris,Lyon,576
223,223,8482,10009,10004,1813,2013,9,53,0.0,True,Paris,Lyon,576
224,224,8482,10009,10004,1813,2013,1,49,29.376,False,Paris,Lyon,576
225,225,8482,10009,10004,1813,2013,1,49,29.376,False,Paris,Lyon,576
226,226,8482,10009,10004,1813,2013,7,31,0.0,True,Paris,Lyon,576
227,227,8482,10009,10004,1813,2013,7,31,0.0,True,Paris,Lyon,576
228,228,8482,10009,10004,1813,2013,9,38,0.0,True,Paris,Lyon,576
229,229,8482,10009,10004,1813,2013,9,38,0.0,True,Paris,Lyon,576
230,230,8482,10009,10004,1813,2013,8,66,156.672,False,Paris,Lyon,576
231,231,8482,10009,10004,1813,2013,8,66,156.672,False,Paris,Lyon,576
232,232,8482,10009,10004,1813,2013,7,83,0.0,True,Paris,Lyon,576
233,233,8482,10009,10004,1813,2013,7,83,0.0,True,Paris,Lyon,576
234,234,8482,10009,10004,1813,2013,5,38,178.56,False,Paris,Lyon,576
235,235,8482,10009,10004,1813,2013,5,38,178.56,False,Paris,Lyon,576
236,236,8482,10009,10004,1813,2013,6,58,145.152,False,Paris,Lyon,576
237,237,8482,10009,10004,1813,2013,6,58,145.152,False,Paris,Lyon,576
238,238,8482,10009,10004,1813,2013,7,60,0.0,True,Paris,Lyon,576
239,239,8482,10009,10004,1813,2013,7,60,0.0,True,Paris,Lyon,576
240,240,8482,10009,10004,1813,2013,2,36,73.728,False,Paris,Lyon,576
241,241,8482,10009,10004,1813,2013,2,36,73.728,False,Paris,Lyon,576
242,242,8482,10009,10004,1813,2013,7,4,387.07200000000006,False,Paris,Lyon,576
243,243,8482,10009,10004,1813,2013,7,4,387.07200000000006,False,Paris,Lyon,576
244,244,8482,10009,10004,1813,2013,10,41,339.8399999999999,False,Paris,Lyon,576
245,245,8482,10009,10004,1813,2013,10,41,339.8399999999999,False,Paris,Lyon,576
246,246,8482,10009,10004,1813,2013,6,92,27.648,False,Paris,Lyon,576
247,247,8482,10009,10004,1813,2013,6,92,27.648,False,Paris,Lyon,576
248,248,4068,10009,10004,1357,1557,10,8,529.92,False,Paris,Lyon,576
249,249,4068,10009,10004,1357,1557,10,8,529.92,False,Paris,Lyon,576
250,250,5939,10009,10004,630,830,3,41,101.95199999999998,False,Paris,Lyon,576
251,251,5939,10009,10004,630,830,3,41,101.95199999999998,False,Paris,Lyon,576
252,252,5939,10009,10004,630,830,9,75,129.6,False,Paris,Lyon,576
253,253,5939,10009,10004,630,830,9,75,129.6,False,Paris,Lyon,576
254,254,5939,10009,10004,630,830,5,83,48.96,False,Paris,Lyon,576
255,255,5939,10009,10004,630,830,5,83,48.96,False,Paris,Lyon,576
256,256,5939,10009,10004,630,830,4,12,202.752,False,Paris,Lyon,576
257,257,5939,10009,10004,630,830,4,12,202.752,False,Paris,Lyon,576
258,258,5939,10009,10004,630,830,3,43,98.496,False,Paris,Lyon,576
259,259,5939,10009,10004,630,830,3,43,98.496,False,Paris,Lyon,576
260,260,5939,10009,10004,630,830,6,61,134.784,False,Paris,Lyon,576
261,261,5939,10009,10004,630,830,6,61,134.784,False,Paris,Lyon,576
262,262,5939,10009,10004,630,830,1,97,0.0,True,Paris,Lyon,576
263,263,5939,10009,10004,630,830,1,97,0.0,True,Paris,Lyon,576
264,264,5939,10009,10004,630,830,1,76,0.0,True,Paris,Lyon,576
265,265,5939,10009,10004,630,830,1,76,0.0,True,Paris,Lyon,576
266,266,5939,10009,10004,630,830,5,41,169.91999999999996,False,Paris,Lyon,576
267,267,5939,10009,10004,630,830,5,41,169.91999999999996,False,Paris,Lyon,576
268,268,5939,10009,10004,630,830,2,37,72.576,False,Paris,Lyon,576
269,269,5939,10009,10004,630,830,2,37,72.576,False,Paris,Lyon,576
270,270,5939,10009,10004,630,830,10,26,426.24,False,Paris,Lyon,576
271,271,5939,10009,10004,630,830,10,26,426.24,False,Paris,Lyon,576
272,272,5939,10009,10004,630,830,7,29,286.272,False,Paris,Lyon,576
273,273,5939,10009,10004,630,830,7,29,286.272,False,Paris,Lyon,576
274,274,5939,10009,10004,630,830,8,66,0.0,True,Paris,Lyon,576
275,275,5939,10009,10004,630,830,8,66,0.0,True,Paris,Lyon,576
276,276,5939,10009,10004,630,830,4,41,0.0,True,Paris,Lyon,576
277,277,5939,10009,10004,630,830,4,41,0.0,True,Paris,Lyon,576
278,278,5939,10009,10004,630,830,2,8,105.984,False,Paris,Lyon,576
279,279,5939,10009,10004,630,830,2,8,105.984,False,Paris,Lyon,576
280,280,5939,10009,10004,630,830,1,95,2.88,False,Paris,Lyon,576
281,281,5939,10009,10004,630,830,1,95,2.88,False,Paris,Lyon,576
282,282,3637,10009,10004,1943,2143,3,91,0.0,True,Paris,Lyon,576
283,283,3637,10009,10004,1943,2143,3,91,0.0,True,Paris,Lyon,576
284,284,3637,10009,10004,1943,2143,1,3,55.872,False,Paris,Lyon,576
285,285,3637,10009,10004,1943,2143,1,3,55.872,False,Paris,Lyon,576
286,286,3637,10009,10004,1943,2143,2,84,18.432,False,Paris,Lyon,576
287,287,3637,10009,10004,1943,2143,2,84,18.432,False,Paris,Lyon,576
288,288,3637,10009,10004,1943,2143,5,98,5.76,False,Paris,Lyon,576
289,289,3637,10009,10004,1943,2143,5,98,5.76,False,Paris,Lyon,576
290,290,3637,10009,10004,1943,2143,9,10,466.56,False,Paris,Lyon,576
291,291,3637,10009,10004,1943,2143,9,10,466.56,False,Paris,Lyon,576
292,292,3637,10009,10004,1943,2143,2,60,46.08,False,Paris,Lyon,576
293,293,3637,10009,10004,1943,2143,2,60,46.08,False,Paris,Lyon,576
294,294,3637,10009,10004,1943,2143,10,5,547.1999999999999,False,Paris,Lyon,576
295,295,3637,10009,10004,1943,2143,10,5,547.1999999999999,False,Paris,Lyon,576
296,296,3637,10009,10004,1943,2143,3,97,5.184000000000001,False,Paris,Lyon,576
297,297,3637,10009,10004,1943,2143,3,97,5.184000000000001,False,Paris,Lyon,576
298,298,3637,10009,10004,1943,2143,4,37,145.152,False,Paris,Lyon,576
299,299,3637,10009,10004,1943,2143,4,37,145.152,False,Paris,Lyon,576
300,300,3637,10009,10004,1943,2143,7,15,0.0,True,Paris,Lyon,576
301,301,3637,10009,10004,1943,2143,7,15,0.0,True,Paris,Lyon,576
302,302,3637,10009,10004,1943,2143,4,62,87.55199999999999,False,Paris,Lyon,576
303,303,3637,10009,10004,1943,2143,4,62,87.55199999999999,False,Paris,Lyon,576
304,304,3637,10009,10004,1943,2143,2,86,16.128,False,Paris,Lyon,576
305,305,3637,10009,10004,1943,2143,2,86,16.128,False,Paris,Lyon,576
306,306,3637,10009,10004,1943,2143,5,63,0.0,True,Paris,Lyon,576
307,307,3637,10009,10004,1943,2143,5,63,0.0,True,Paris,Lyon,576
308,308,3637,10009,10004,1943,2143,5,15,244.79999999999995,False,Paris,Lyon,576
309,309,3637,10009,10004,1943,2143,5,15,244.79999999999995,False,Paris,Lyon,576
310,310,3637,10009,10004,1943,2143,2,66,0.0,True,Paris,Lyon,576
311,311,3637,10009,10004,1943,2143,2,66,0.0,True,Paris,Lyon,576
312,312,3637,10009,10004,1943,2143,5,99,2.88,False,Paris,Lyon,576
313,313,3637,10009,10004,1943,2143,5,99,2.88,False,Paris,Lyon,576
314,314,3637,10009,10004,1943,2143,9,42,300.672,False,Paris,Lyon,576
315,315,3637,10009,10004,1943,2143,9,42,300.672,False,Paris,Lyon,576
316,316,3637,10009,10004,1943,2143,4,68,73.728,False,Paris,Lyon,576
317,317,3637,10009,10004,1943,2143,4,68,73.728,False,Paris,Lyon,576
318,318,3637,10009,10004,1943,2143,2,57,49.536,False,Paris,Lyon,576
319,319,3637,10009,10004,1943,2143,2,57,49.536,False,Paris,Lyon,576
320,320,3637,10009,10004,1943,2143,10,99,5.76,False,Paris,Lyon,576
321,321,3637,10009,10004,1943,2143,10,99,5.76,False,Paris,Lyon,576
322,322,3637,10009,10004,1943,2143,5,89,31.68,False,Paris,Lyon,576
323,323,3637,10009,10004,1943,2143,5,89,31.68,False,Paris,Lyon,576
324,324,3637,10009,10004,1943,2143,6,28,248.832,False,Paris,Lyon,576
325,325,3637,10009,10004,1943,2143,6,28,248.832,False,Paris,Lyon,576
326,326,3637,10009,10004,1943,2143,1,65,20.16,False,Paris,Lyon,576
327,327,3637,10009,10004,1943,2143,1,65,20.16,False,Paris,Lyon,576
328,328,3637,10009,10004,1943,2143,2,28,82.94399999999999,False,Paris,Lyon,576
329,329,3637,10009,10004,1943,2143,2,28,82.94399999999999,False,Paris,Lyon,576
330,330,3637,10009,10004,1943,2143,2,56,50.688,False,Paris,Lyon,576
331,331,3637,10009,10004,1943,2143,2,56,50.688,False,Paris,Lyon,576
332,332,3637,10009,10004,1943,2143,1,13,50.112,False,Paris,Lyon,576
333,333,3637,10009,10004,1943,2143,1,13,50.112,False,Paris,Lyon,576
334,334,3637,10009,10004,1943,2143,4,38,142.848,False,Paris,Lyon,576
335,335,3637,10009,10004,1943,2143,4,38,142.848,False,Paris,Lyon,576
336,336,3637,10009,10004,1943,2143,3,35,112.32,False,Paris,Lyon,576
337,337,3637,10009,10004,1943,2143,3,35,112.32,False,Paris,Lyon,576
338,338,3637,10009,10004,1943,2143,10,91,0.0,True,Paris,Lyon,576
339,339,3637,10009,10004,1943,2143,10,91,0.0,True,Paris,Lyon,576
340,340,3637,10009,10004,1943,2143,2,2,112.896,False,Paris,Lyon,576
341,341,3637,10009,10004,1943,2143,2,2,112.896,False,Paris,Lyon,576
342,342,3637,10009,10004,1943,2143,6,81,65.66399999999999,False,Paris,Lyon,576
